,loss,acc
0,0.5196612450480461,0.7994999885559082
1,0.5075115638971329,0.800000011920929
2,0.49234791576862336,0.800000011920929
3,0.47548488110303877,0.800000011920929
4,0.45266333475708964,0.8025000095367432
5,0.42296285688877105,0.8119999766349792
6,0.3929140231013298,0.8274999856948853
7,0.3594352871179581,0.8374999761581421
8,0.32163421630859373,0.8725000023841858
9,0.2818960876762867,0.8809999823570251
10,0.23489206690341236,0.902999997138977
11,0.20669355895370245,0.9254999756813049
12,0.16589796382933855,0.9419999718666077
13,0.1319255321100354,0.9595000147819519
14,0.10067237319424749,0.9700000286102295
15,0.07795424184761941,0.9769999980926514
16,0.06038956206757575,0.9829999804496765
17,0.04189902325160801,0.9894999861717224
18,0.03419588978169486,0.9919999837875366
19,0.029098776712780817,0.9909999966621399
20,0.022067612600512803,0.9934999942779541
21,0.015936706623178906,0.9959999918937683
22,0.013968699283141177,0.9965000152587891
23,0.02427896467372193,0.9944999814033508
24,0.01287271717978001,0.9965000152587891
25,0.014006939152095584,0.9959999918937683
26,0.00526561143276922,0.9984999895095825
27,0.013850502946952474,0.9950000047683716
28,0.007300499972261605,0.9980000257492065
29,0.0035542275647458153,0.9990000128746033
