,loss,acc
0,0.5231762519342645,0.7861675024032593
1,0.5126321761264014,0.8002577424049377
2,0.5137797928962511,0.7951030731201172
3,0.49895086007069817,0.8058375716209412
4,0.5109523421314162,0.7988578677177429
5,0.5081904281660453,0.8021907210350037
6,0.5111855317636863,0.7983247637748718
7,0.5038339446500405,0.8054123520851135
8,0.5110396442528303,0.7963197827339172
9,0.5052281539771974,0.8015463948249817
10,0.5107647696424862,0.7944162487983704
11,0.5106329947095556,0.7951030731201172
12,0.4932085342213587,0.8064720630645752
13,0.5067099314375022,0.7996134161949158
14,0.5089809867331219,0.7944162487983704
15,0.4894084979578392,0.8073453903198242
16,0.49001987263099434,0.8041236996650696
17,0.5059692768881163,0.7956852912902832
18,0.5069751121948675,0.7970361113548279
19,0.49836916306297185,0.799492359161377
20,0.49464143674398203,0.8034793734550476
21,0.5076085304850855,0.7944162487983704
22,0.4941266189838193,0.8041236996650696
23,0.49297463046717765,0.8007614016532898
24,0.495209009530618,0.8028350472450256
25,0.4994629440233879,0.7996134161949158
26,0.4908689526737039,0.8039340376853943
27,0.4976567767330052,0.7957473993301392
28,0.4958820487420583,0.7976804375648499
29,0.4907293379306793,0.8031250238418579
30,0.49438899232767014,0.7977748513221741
31,0.49698224830143345,0.8001269102096558
32,0.48052384834928613,0.8067010045051575
33,0.508125052234243,0.7918781638145447
34,0.4797971148773567,0.8060566782951355
35,0.5030609326919323,0.789340078830719
36,0.48096407320081574,0.8092783689498901
37,0.5017580290131157,0.7880710363388062
38,0.4752006732772306,0.8086340427398682
39,0.49027955132661405,0.7989690899848938
40,0.4878427238028667,0.8020304441452026
41,0.48755392462468994,0.7982233762741089
42,0.48296548026738706,0.8015463948249817
43,0.4948445472520651,0.7944587469100952
44,0.49177758599900956,0.8001269102096558
45,0.4752506960144977,0.8047680258750916
46,0.4933751985891578,0.7957473993301392
47,0.47892089467968435,0.8045685291290283
48,0.4866716542194799,0.7976804375648499
49,0.48048200643607203,0.8013959527015686
