,val_loss,val_acc,loss,acc
0,1.0248913764953613,0.529411792755127,1.4571024979563763,0.5220264196395874
1,0.8404817581176758,0.529411792755127,0.9143086665077281,0.5324103236198425
2,0.7582523822784424,0.529411792755127,0.7950209090300904,0.531417727470398
3,0.7191025018692017,0.529411792755127,0.7361985355184242,0.5292636752128601
4,0.7047077417373657,0.529411792755127,0.7103862233736592,0.5273756980895996
5,0.6964756846427917,0.529411792755127,0.6996847434265948,0.5358716249465942
6,0.6958346962928772,0.529411792755127,0.6954394886273106,0.5251026153564453
7,0.6949516534805298,0.529411792755127,0.693534432209986,0.5286343693733215
8,0.6919471025466919,0.529411792755127,0.6927624841281046,0.530522346496582
9,0.6916998028755188,0.529411792755127,0.692443170869693,0.531733512878418
10,0.6932616829872131,0.529411792755127,0.6924347185428372,0.5283197164535522
11,0.6896598935127258,0.529411792755127,0.692297558990044,0.5311516523361206
12,0.6875428557395935,0.529411792755127,0.692309783831417,0.5292636752128601
13,0.6912941932678223,0.529411792755127,0.6923493359207432,0.5270610451698303
14,0.697601318359375,0.529411792755127,0.6922797536497374,0.528005063533783
15,0.6910914182662964,0.529411792755127,0.6921788593327769,0.5295231938362122
16,0.688512921333313,0.529411792755127,0.6918416383733084,0.5361862778663635
17,0.698461651802063,0.529411792755127,0.6922191122067357,0.5264317393302917
18,0.6855040192604065,0.529411792755127,0.6919874153548325,0.5308369994163513
19,0.6906799077987671,0.529411792755127,0.691989834857032,0.5298930406570435
20,0.6819851994514465,0.529411792755127,0.6920216536160557,0.5285759568214417
21,0.6875520348548889,0.529411792755127,0.6919393965176174,0.5295783281326294
22,0.6966009140014648,0.529411792755127,0.6918089721771514,0.5314663052558899
23,0.6872415542602539,0.529411792755127,0.69192574722066,0.5288916826248169
24,0.7032774090766907,0.529411792755127,0.6918613064920839,0.529633104801178
25,0.6869648694992065,0.529411792755127,0.6919168824103735,0.5283197164535522
26,0.7004621028900146,0.529411792755127,0.6917633430265951,0.5304704904556274
27,0.6831567287445068,0.529411792755127,0.6917751759497005,0.5298930406570435
28,0.6900907158851624,0.529411792755127,0.6916965639688745,0.5308369994163513
29,0.6936962604522705,0.529411792755127,0.6914878927046544,0.5336280465126038
30,0.6825933456420898,0.529411792755127,0.6923025555585149,0.5210824608802795
31,0.6861692667007446,0.529411792755127,0.6915369196235196,0.5324103236198425
32,0.689895510673523,0.529411792755127,0.6916019911470467,0.5311516523361206
33,0.6819808483123779,0.529411792755127,0.691671339444502,0.5298930406570435
34,0.6937969923019409,0.529411792755127,0.6916352797277274,0.5301547050476074
35,0.7019685506820679,0.529411792755127,0.6917297490892956,0.5286343693733215
36,0.6731389164924622,0.529411792755127,0.6916003794209472,0.5302076935768127
37,0.6980743408203125,0.529411792755127,0.6915400961122099,0.5308369994163513
38,0.6938844919204712,0.529411792755127,0.6918623395090662,0.5264317393302917
39,0.6809130311012268,0.529411792755127,0.6914175615099108,0.5320956707000732
40,0.7071744203567505,0.529411792755127,0.6914282404439172,0.531733512878418
41,0.7161639332771301,0.529411792755127,0.6919391751664475,0.5251730680465698
42,0.689460277557373,0.529411792755127,0.6914774908480815,0.5308369994163513
43,0.6940050721168518,0.529411792755127,0.6913117916944617,0.5326807498931885
44,0.6940210461616516,0.529411792755127,0.6917122090252936,0.5276903510093689
45,0.6940447092056274,0.529411792755127,0.6913359439020414,0.5320956707000732
46,0.6797736287117004,0.529411792755127,0.6914615511969509,0.5304704904556274
47,0.6748778820037842,0.529411792755127,0.691903101553099,0.5252430438995361
48,0.7037987112998962,0.529411792755127,0.6915841433653366,0.5288916826248169
49,0.6647390127182007,0.529411792755127,0.6912175312680628,0.5329965353012085
50,0.6941384077072144,0.529411792755127,0.6914508895053127,0.5302602648735046
51,0.6941511631011963,0.529411792755127,0.6915388921664497,0.5292074680328369
52,0.6841554045677185,0.529411792755127,0.6917571126476934,0.526746392250061
53,0.6790221929550171,0.529411792755127,0.6912981742691738,0.531781017780304
54,0.6891169548034668,0.529411792755127,0.692096409649876,0.52297043800354
55,0.6839433312416077,0.529411792755127,0.6910551347546491,0.534298300743103
56,0.7045915722846985,0.529411792755127,0.6914238915306881,0.5302076935768127
57,0.6786070466041565,0.529411792755127,0.6915710481665358,0.5285759568214417
58,0.6890103816986084,0.529411792755127,0.691444351453313,0.5298930406570435
59,0.6996251344680786,0.529411792755127,0.6909018440467911,0.5355225801467896
60,0.6943079233169556,0.529411792755127,0.6917599685590594,0.5264973640441895
61,0.6997047662734985,0.529411792755127,0.691586978415943,0.5282601714134216
62,0.6943371891975403,0.529411792755127,0.6912731602178421,0.5314663052558899
63,0.6888832449913025,0.529411792755127,0.6911469807676008,0.5326807498931885
64,0.688883364200592,0.529411792755127,0.691939251386996,0.5246158838272095
65,0.6888741850852966,0.529411792755127,0.6916413256374488,0.5276286602020264
66,0.6999247670173645,0.529411792755127,0.691102919111918,0.5330396294593811
67,0.6777116656303406,0.529411792755127,0.6913485238768156,0.530522346496582
68,0.6888200044631958,0.529411792755127,0.6913469689983178,0.530522346496582
69,0.700025737285614,0.529411792755127,0.6915408823630921,0.5285759568214417
70,0.6831390261650085,0.529411792755127,0.6912135228824136,0.531781017780304
71,0.6661105751991272,0.529411792755127,0.6915625078337533,0.5283197164535522
72,0.6887753009796143,0.529411792755127,0.6915944911834953,0.528005063533783
73,0.7058724761009216,0.529411792755127,0.6911101053352248,0.5327249765396118
74,0.6944514513015747,0.529411792755127,0.6921171114427418,0.5228923559188843
75,0.6772709488868713,0.529411792755127,0.6908492534658758,0.5352423191070557
76,0.6772186756134033,0.529411792755127,0.6915589529549723,0.5283197164535522
77,0.6829107999801636,0.529411792755127,0.6910005316485243,0.5336689949035645
78,0.6713706254959106,0.529411792755127,0.6920243472114963,0.5238395929336548
79,0.7237254977226257,0.529411792755127,0.6909308967311252,0.534298300743103
80,0.6769586205482483,0.529411792755127,0.6915218866306555,0.5286343693733215
81,0.7062596678733826,0.529411792755127,0.6916202346696427,0.5276903510093689
82,0.7004268169403076,0.529411792755127,0.6912877509772515,0.5308369994163513
83,0.6827256679534912,0.529411792755127,0.6910231741475201,0.5333122611045837
84,0.6591256856918335,0.529411792755127,0.6917540908534996,0.5264317393302917
85,0.7004704475402832,0.529411792755127,0.691525881791815,0.5285759568214417
86,0.7005627155303955,0.529411792755127,0.6908739233473021,0.5346503853797913
87,0.6708630919456482,0.529411792755127,0.6924275834654922,0.5201384425163269
88,0.6886066794395447,0.529411792755127,0.6906768684700381,0.5364698171615601
89,0.694610595703125,0.529411792755127,0.6914142275134147,0.5295783281326294
90,0.7066599726676941,0.529411792755127,0.6915217567626933,0.5285759568214417
91,0.6643858551979065,0.529411792755127,0.6912762339644796,0.5308369994163513
92,0.7067716121673584,0.529411792755127,0.6912696087909889,0.5308874249458313
93,0.6946436762809753,0.529411792755127,0.6915204810877873,0.5285759568214417
94,0.6885539293289185,0.529411792755127,0.6914105324943235,0.5295783281326294
95,0.6885439157485962,0.529411792755127,0.6912023423414249,0.5314663052558899
96,0.7069211602210999,0.529411792755127,0.6914435037282219,0.5292636752128601
97,0.6885308027267456,0.529411792755127,0.6913803449217589,0.5298389792442322
98,0.6823774576187134,0.529411792755127,0.69151219496793,0.5286343693733215
99,0.6823891401290894,0.529411792755127,0.6917559269316321,0.5264317393302917
