,loss,acc
0,0.5136314699053764,0.7990000247955322
1,0.510029628276825,0.800000011920929
2,0.5036262434720993,0.800000011920929
3,0.4973539571464062,0.800000011920929
4,0.49293416902422904,0.800000011920929
5,0.4841401572525501,0.800000011920929
6,0.468057654350996,0.8004999756813049
7,0.45281226485967635,0.8065000176429749
8,0.42861433640122415,0.8125
9,0.3983466470241547,0.8240000009536743
10,0.3674961696565151,0.8330000042915344
11,0.3277901649475098,0.8665000200271606
12,0.2938003106415272,0.8734999895095825
13,0.24305633537471294,0.906000018119812
14,0.20692024268209935,0.9254999756813049
15,0.16078408651053905,0.9445000290870667
16,0.12071148540824651,0.9605000019073486
17,0.09650994804687799,0.9679999947547913
18,0.0669562632823363,0.9819999933242798
19,0.049934564107097686,0.987500011920929
20,0.0416641035140492,0.9894999861717224
21,0.029021896513877436,0.9919999837875366
22,0.025775000987923704,0.9944999814033508
23,0.01795021712605376,0.9950000047683716
24,0.019526216501326417,0.9959999918937683
25,0.022549135729204865,0.9929999709129333
26,0.003549036271724617,0.9994999766349792
27,0.018281417588113982,0.9934999942779541
28,0.00804849070009368,0.996999979019165
29,0.010355186085689638,0.9965000152587891
